brand,model,car_name,car_category,  price  ,trim,  kilometers  ,year, vehicle_age_years ,regional_specs,doors,body_type,fuel_type,seating_capacity,transmission_type,engine_capacity_cc,horsepower,no_of_cylinders,exterior_color,interior_color,warranty,address,country,city,area_name,location_name,seller_type,lat,long
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"179,000",XE,"19,790",2022,2,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,200 - 299,6,White,Unknown,Yes,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.266173,55.3377718
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"179,000",G 63 AMG,"159,000",2016,8,European Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,White,Brown,No,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"179,000",G 63 AMG,"159,000",2016,8,European Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,White,Brown,No,"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"179,000",G 63 AMG,"144,000",2015,9,GCC Specs,4,SUV,Petrol,,Automatic Transmission,3000 - 3499,600 - 699,8,Orange,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"179,000",G 63 AMG,"144,000",2015,9,GCC Specs,4,SUV,Petrol,,Automatic Transmission,3000 - 3499,600 - 699,8,Orange,Black,No,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai, UAE",UAE,Dubai,Al Qusais,Al Qusais Residential Area,Dealer,25.167737,55.231018
Mercedes-Benz,GLE Coupe,Mercedes-Benz Gle Coupe,Premium_fullsize_SUV,"179,000",GLE 43 AMG,"84,000",2017,7,Japanese Specs,4,Coupe,Petrol,,Automatic Transmission,,400 - 499,6,Silver,Beige,Does not apply,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1524105,55.2340999
Bentley,Continental,Bentley Continental,Premium_fullsized_car,"89,500",GT,"150,000",2009,15,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,Unknown,Unknown,12,White,Unknown,No,"Al Nahda 2, Al Nahda (Dubai), Dubai, UAE",UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,Dealer,25.1524105,55.2340999
Bentley,Continental,Bentley Continental,Premium_fullsized_car,"89,500",GT,"150,000",2009,15,GCC Specs,2,Coupe,Petrol,4,Automatic Transmission,Unknown,Unknown,12,White,Unknown,No,"Al Nahda 2, Al Nahda (Dubai), Dubai, UAE",UAE,Dubai,Al Nahda (Dubai),Al Nahda 2,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLE Coupe,Mercedes-Benz Gle Coupe,Premium_fullsize_SUV,"179,000",GLE 43 AMG,"84,000",2017,7,Japanese Specs,4,Coupe,Petrol,,Automatic Transmission,,400 - 499,6,Silver,Beige,Does not apply,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1524105,55.2340999
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"179,000",GL,  -    ,2023,1,GCC Specs,3,SUV,Petrol,4,Manual Transmission,4000+,200 - 299,6,Black,White,Yes,"Al Shamkha, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Shamkha,,Dealer,25.266173,55.3377718
Audi,Q8,Audi Q8,Premium_fullsize_SUV,"179,000",S-Line,"58,000",2020,4,European Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Grey,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.058063,55.180799
Ford,Escape,Ford Escape,Compact_Midsize_SUV,"18,000",Other,"90,000",2013,11,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,200 - 299,4,Grey,Unknown,No,"City Walk, Al Wasl, Dubai, UAE",UAE,Dubai,Al Wasl,City Walk,Owner,25.1524105,55.2340999
Nissan,X-Trail,Nissan X-Trail,Compact_Midsize_SUV,"18,000",Other,"244,378",2012,12,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,2500 - 2999,100 - 199,4,Black,Beige,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.2675454,55.3214834
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"178,000",LE Titanium,"50,435",2021,3,GCC Specs,5,SUV,Petrol,7,Automatic Transmission,0 - 499,400 - 499,6,Blue,Brown,Yes,"Dubai, UAE",UAE,Dubai,,,Owner,25.266173,55.3377718
Jeep,Cherokee,Jeep Cherokee,Compact_Midsize_SUV,"18,000",Other,"165,000",2011,13,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,200 - 299,6,Silver,Unknown,No,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,Owner,25.177447,55.5695341
Lexus,RX-Series,Lexus Rx-Series,Compact_Midsize_SUV,"18,000",Full Option,"378,000",2005,19,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,Unknown,6,Blue,Beige,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.217623,55.2782831
BMW,i8,Bmw I8,Premium_midsized_car,"285,000",Other,"10,550",2020,4,European Specs,2,Sports Car,Hybrid,4,Automatic Transmission,1000 - 1499,300 - 399,3,Yellow,Black,Does not apply,"Dubai Hills Estate, Dubai, UAE",UAE,Dubai,Dubai Hills Estate,,Owner,25.1524105,55.2340999
BMW,M5,Bmw M5,Premium_perf_midsize_car,"285,000",M5,"41,400",2018,6,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,600 - 699,8,Black,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Certified Pre-Owned,25.1524105,55.2340999
BMW,M5,Bmw M5,Premium_perf_midsize_car,"285,000",M5,"41,400",2018,6,Japanese Specs,4,Sedan,Petrol,5,Automatic Transmission,4000+,600 - 699,8,Black,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Certified Pre-Owned,25.1524105,55.2340999
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"178,000",G 63 AMG,"158,000",2015,9,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,Unknown,8,Grey,Unknown,No,"Al Shamkha, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Shamkha,,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"178,000",G 63 AMG,"180,000",2014,10,GCC Specs,4,SUV,Petrol,,Automatic Transmission,,500 - 599,8,Black,Black,No,"Al Shamkha, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Shamkha,,Dealer,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"177,000",G 63 AMG,"205,000",2013,11,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Unknown,No,"Al Khawaneej 2, Al Khawaneej, Dubai, UAE",UAE,Dubai,Al Khawaneej,Al Khawaneej 2,Owner,25.167737,55.231018
Mercedes-Benz,G-Class,Mercedes-Benz G-Class,Premium_fullsize_SUV,"177,000",G 63 AMG,"205,000",2013,11,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,8,Black,Unknown,No,"Al Khawaneej 2, Al Khawaneej, Dubai, UAE",UAE,Dubai,Al Khawaneej,Al Khawaneej 2,Owner,25.167737,55.231018
Cadillac,Escalade,Cadillac Escalade,Premium_fullsize_SUV,"175,000",L Platinum,"129,000",2019,5,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,4000+,400 - 499,8,Black,Beige,Yes,"Dubai Design District, Dubai, UAE",UAE,Dubai,Dubai Design District,,Dealer,25.1524105,55.2340999
Infiniti,EX35,Infiniti Ex35,Compact_Midsize_SUV,"18,000",Luxury,"198,834",2008,16,GCC Specs,5,Crossover,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,Other Color,Beige,Does not apply,"Al Danah, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Danah,,Owner,24.4852888,54.3698881
Ford,Edge,Ford Edge,Compact_Midsize_SUV,"18,000",SE,"197,000",2013,11,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,300 - 399,6,Blue,Black,Does not apply,"Dubai Residence Complex, Dubai, UAE",UAE,Dubai,Dubai Residence Complex,,Owner,25.1524105,55.2340999
TANK,500,Tank 500,Premium_fullsize_SUV,"175,000",Other,  -    ,2024, -   ,Other,4,SUV,Petrol,7,Automatic Transmission,,,6,Black,Tan,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Audi,e-tron,Audi E-Tron,Premium_compact,"287,000",Other,"25,000",2020,4,GCC Specs,4,SUV,Electric,5,Automatic Transmission,,400 - 499,,White,Beige,Yes,"The Sustainable City, Dubai, UAE",UAE,Dubai,The Sustainable City,,Owner,25.1866843,55.2747053
TANK,500,Tank 500,Premium_fullsize_SUV,"175,000",Other,  -    ,2024, -   ,Other,4,SUV,Petrol,7,Automatic Transmission,,,6,Black,Tan,Does not apply,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.1790137,55.379422
Infiniti,QX80,Infiniti Qx80,Premium_fullsize_SUV,"175,000",Luxury,"30,923",2019,5,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,400 - 499,8,White,Beige,No,"Al Mankhool, Bur Dubai, Dubai, UAE",UAE,Dubai,Bur Dubai,Al Mankhool,Dealer,25.1524105,55.2340999
Ford,Explorer,Ford Explorer,Compact_Midsize_SUV,"17,500",XLT,"206,525",2010,14,American Specs,5,SUV,Petrol,7,Automatic Transmission,4000+,200 - 299,6,Black,Beige,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Owner,25.1524105,55.2340999
BMW,4-Series,Bmw 4-Series,Premium_perf_compact,"288,000",440i xDrive Gran Coupe,"23,703",2023,1,GCC Specs,4,Coupe,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Unknown,Yes,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Certified Pre-Owned,25.1524105,55.2340999
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"288,000",HST,"14,500",2021,3,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Unknown,Yes,"Downtown Dubai, Dubai, UAE",UAE,Dubai,Downtown Dubai,,Dealer,25.1524105,55.2340999
Mercedes-Benz,S-Class,Mercedes-Benz S-Class,Premium_fullsized_car,"89,000",S 550,"161,211",2016,8,American Specs,4,Sedan,Petrol,,Automatic Transmission,,400 - 499,8,Silver,Black,No,"Palm Jumeirah, Dubai, UAE",UAE,Dubai,Palm Jumeirah,,Owner,25.3061521,55.3441577
BMW,7-Series,Bmw 7-Series,Premium_fullsized_car,"89,000",730i,"244,000",2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,1500 - 1999,200 - 299,4,Blue,Beige,No,"Desert Style, Al Reef Villas, Al Reef, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Reef,Al Reef Villas,Owner,25.0786415,55.1352524
Mercedes-Benz,CLS-Class,Mercedes-Benz Cls-Class,Premium_fullsized_car,"89,000",CLS 63 AMG,"150,000",2014,10,Korean Specs,4,Sedan,Petrol,4,Automatic Transmission,500 - 999,600 - 699,8,Silver,Black,Does not apply,"Al Mamzar Front, Al Mamzar, Dubai, UAE",UAE,Dubai,Al Mamzar,Al Mamzar Front,Dealer,25.1524105,55.2340999
BMW,7-Series,Bmw 7-Series,Premium_fullsized_car,"89,000",730li Executive,"150,000",2017,7,GCC Specs,4,Sedan,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,4,White,Other Color,No,"Al Shamkha, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Shamkha,,Dealer,25.0786415,55.1352524
Ferrari,488 GTB,Ferrari 488 Gtb,Premium_sports_car,"595,000",Standard,"38,000",2016,8,GCC Specs,2,Sports Car,Petrol,2,Automatic Transmission,4000+,600 - 699,8,Red,Tan,Does not apply,"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Mercedes-Benz,SL-Class,Mercedes-Benz Sl-Class,Premium_sports_car,"590,000",Other,  -    ,2023,1,European Specs,2,Soft Top Convertible,Petrol,4,Automatic Transmission,4000+,300 - 399,4,Grey,Unknown,Yes,"Al Quoz 3, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 3,Owner,25.1524105,55.2340999
Land Rover,Range Rover Sport,Land Rover Range Rover Sport,Full_sized_SUV,"289,000",HST,"84,000",2020,4,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,,6,Black,Unknown,Yes,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Dealer,25.1524105,55.2340999
Cadillac,Escalade,Cadillac Escalade,Premium_fullsize_SUV,"175,000",Platinum,"75,000",2018,6,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,400 - 499,8,Black,Beige,Yes,"Umm Al Sheif, Dubai, UAE",UAE,Dubai,Umm Al Sheif,,Owner,25.1524105,55.2340999
Lamborghini,Huracan,Lamborghini Huracan,Premium_sports_car,"582,000",LP 610-4,"35,000",2015,9,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+,900+,10,Blue,White,Does not apply,"Business Bay, Dubai, UAE",UAE,Dubai,Business Bay,,Owner,25.1524105,55.2340999
BMW,X6,Bmw X6,Premium_fullsize_SUV,"175,000",X6M,"75,000",2016,8,Japanese Specs,4,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,White,Black,Yes,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLC,Mercedes-Benz Glc,Premium_fullsize_SUV,"175,000",GLC 350,"21,000",2019,5,Japanese Specs,4,SUV,Petrol,5,Automatic Transmission,2500 - 2999,300 - 399,4,White,Black,Yes,"Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,,Dealer,25.1524105,55.2340999
BMW,X6,Bmw X6,Premium_fullsize_SUV,"175,000",Xdrive50i,"68,965",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,8,White,Brown,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.1524105,55.2340999
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"575,000",Targa 4,"25,000",2021,3,GCC Specs,2,Soft Top Convertible,Petrol,2,Automatic Transmission,2500 - 2999,300 - 399,6,Blue,Blue,Yes,"Al Quoz 2, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz 2,Dealer,25.167737,55.231018
BMW,X6,Bmw X6,Premium_fullsize_SUV,"175,000",Xdrive50i,"68,965",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,400 - 499,8,White,Brown,No,"Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,,Dealer,25.1524105,55.2340999
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"173,000",GXR,"134,000",2018,6,GCC Specs,4,SUV,Petrol,7,Automatic Transmission,,Unknown,6,Black,Beige,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.058063,55.180799
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"569,000",GT3,"46,787",2018,6,GCC Specs,2,Sports Car,Petrol,2,Manual Transmission,4000+,500 - 599,6,Red,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.167737,55.231018
Mercedes-Benz,GLE Coupe,Mercedes-Benz Gle Coupe,Premium_fullsize_SUV,"172,000",GLE 43 AMG,"74,000",2019,5,American Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Black,No,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1524105,55.2340999
Audi,Q8,Audi Q8,Premium_fullsize_SUV,"172,000",S-Line Sports,"121,000",2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,400 - 499,6,White,Brown,Does not apply,"Dubai Festival City, Dubai, UAE",UAE,Dubai,Dubai Festival City,,Owner,25.058063,55.180799
Audi,Q8,Audi Q8,Premium_fullsize_SUV,"172,000",S-Line Sports,"121,000",2019,5,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,400 - 499,6,White,Brown,Does not apply,"Dubai Festival City, Dubai, UAE",UAE,Dubai,Dubai Festival City,,Owner,25.058063,55.180799
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"171,500",Other,"100,652",2017,7,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Tan,No,"Al Muroor, Abu Dhabi, UAE",UAE,Abu Dhabi,Al Muroor,,Dealer,25.266173,55.3377718
Nissan,Patrol,Nissan Patrol,Premium_fullsize_SUV,"170,900",LE,"97,827",2020,4,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,400 - 499,8,White,Tan,No,"Al Barsha, Dubai, UAE",UAE,Dubai,Al Barsha,,Dealer,25.266173,55.3377718
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"170,000",VXR,"179,465",2017,7,GCC Specs,5,SUV,Petrol,8,Automatic Transmission,4000+,300 - 399,8,White,Brown,No,"Dubai Silicon Oasis (DSO), Dubai, UAE",UAE,Dubai,Dubai Silicon Oasis (DSO),,Dealer,25.058063,55.180799
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"170,000",Other,800,1983,41,GCC Specs,2,SUV,Petrol,2,Automatic Transmission,Unknown,200 - 299,6,Beige,Black,No,"Daria Island, Dubai, UAE",UAE,Dubai,Daria Island,,Owner,25.058063,55.180799
Toyota,Land Cruiser,Toyota Land Cruiser,Premium_fullsize_SUV,"170,000",Other,800,1983,41,GCC Specs,2,SUV,Petrol,2,Automatic Transmission,Unknown,200 - 299,6,Beige,Black,No,"Daria Island, Dubai, UAE",UAE,Dubai,Daria Island,,Owner,25.058063,55.180799
Porsche,Macan,Porsche Macan,Premium_fullsize_SUV,"169,999",Turbo,"66,000",2014,10,GCC Specs,5,Coupe,Petrol,5,Automatic Transmission,3500 - 3999,400 - 499,6,White,Tan,No,"Dubai, UAE",UAE,Dubai,,,Owner,25.1939625,55.3392449
BMW,X6,Bmw X6,Premium_fullsize_SUV,"169,750",X6M,"104,000",2017,7,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,White,Unknown,Yes,"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
BMW,X6,Bmw X6,Premium_fullsize_SUV,"169,750",X6M,"104,000",2017,7,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,White,Unknown,Yes,"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Dealer,25.1524105,55.2340999
Porsche,Macan,Porsche Macan,Premium_fullsize_SUV,"169,000",Standard,"141,000",2020,4,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,2000 - 2499,200 - 299,4,White,Unknown,No,"Al Quoz Industrial Area 4, Al Quoz Industrial Area, Al Quoz, Dubai, UAE",UAE,Dubai,Al Quoz,Al Quoz Industrial Area,Owner,25.1939625,55.3392449
Porsche,Cayenne,Porsche Cayenne,Premium_fullsize_SUV,"169,000",Platinum Edition,"117,500",2018,6,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Unknown,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.2692794,55.3870978
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"169,000",Supercharged,"146,000",2017,7,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,White,Unknown,Does not apply,"Ras Al Khor Industrial 2, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.266173,55.3377718
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"169,000",Supercharged,"146,000",2017,7,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,White,Unknown,Does not apply,"Ras Al Khor Industrial 2, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.266173,55.3377718
Porsche,Carrera / 911,Porsche Carrera / 911,Premium_sports_car,"569,000",GT3,"46,787",2018,6,GCC Specs,2,Sports Car,Petrol,2,Manual Transmission,4000+,500 - 599,6,Red,Black,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.167737,55.231018
Ferrari,458,Ferrari 458,Premium_sports_car,"569,000",Italia,"32,000",2014,10,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+,500 - 599,8,Red,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.0786415,55.1352524
Audi,Q5,Audi Q5,Compact_Midsize_SUV,"17,500",S-line,"117,000",2010,14,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,200 - 299,4,Gold,Beige,Does not apply,"Dubai, UAE",UAE,Dubai,,,Owner,25.266173,55.3377718
Mercedes-Benz,GLC,Mercedes-Benz Glc,Premium_fullsize_SUV,"169,000",GLC 43,"17,000",2019,5,Canadian Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,White,Unknown,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLC,Mercedes-Benz Glc,Premium_fullsize_SUV,"169,000",GLC 43,"17,000",2019,5,Canadian Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,White,Unknown,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1524105,55.2340999
Mercedes-Benz,GLC,Mercedes-Benz Glc,Premium_fullsize_SUV,"169,000",GLC 43,"17,000",2019,5,Canadian Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,White,Unknown,Yes,"Souq Al Haraj / Tasjeel Village, Saif Zone (Sharjah International Airport Free Zone), Sharjah, UAE",UAE,Sharjah,Saif Zone (Sharjah International Airport Free Zone),Souq Al Haraj / Tasjeel Village,Dealer,25.1524105,55.2340999
Volvo,XC60,Volvo Xc60,Compact_Midsize_SUV,"16,000",T6 Comfort,"182,000",2009,15,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Beige,Does not apply,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,Owner,25.266173,55.3377718
Volvo,XC60,Volvo Xc60,Compact_Midsize_SUV,"16,000",T6 Comfort,"182,000",2009,15,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3000 - 3499,300 - 399,6,Black,Beige,Does not apply,"Arabian Ranches, Dubai, UAE",UAE,Dubai,Arabian Ranches,,Owner,25.266173,55.3377718
Ferrari,458,Ferrari 458,Premium_sports_car,"569,000",Italia,"32,000",2014,10,GCC Specs,2,Coupe,Petrol,2,Automatic Transmission,4000+,500 - 599,8,Red,Unknown,No,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.0786415,55.1352524
GMC,Yukon,Gmc Yukon,Premium_fullsize_SUV,"169,000",SLE,"50,000",2021,3,Canadian Specs,4,SUV,Petrol,7,Automatic Transmission,,300 - 399,8,White,Black,Yes,"Dubai Marina, Dubai, UAE",UAE,Dubai,Dubai Marina,,Dealer,25.1790137,55.379422
Land Rover,Range Rover,Land Rover Range Rover,Premium_fullsize_SUV,"169,000",Autobiography Ultimate Edition,"130,550",2017,7,GCC Specs,4,SUV,Petrol,5,Automatic Transmission,,500 - 599,8,Gold,Brown,Does not apply,"Daria Island, Dubai, UAE",UAE,Dubai,Daria Island,,Owner,25.266173,55.3377718
Ford,Mustang,Ford Mustang,Sports_car,"290,000",Shelby GT500,"20,932",2020,4,American Specs,2,Coupe,Petrol,5,Automatic Transmission,4000+,700 - 799,8,Blue,Black,Does not apply,"Sheikh Zayed Road, Dubai, UAE",UAE,Dubai,Sheikh Zayed Road,,Owner,25.217623,55.2782831
BMW,M850i,Bmw M850I,Premium_perf_midsize_car,"290,000",Other,"9,592",2022,2,American Specs,4,Coupe,Petrol,5,Automatic Transmission,4000+,500 - 599,8,Black,Unknown,Does not apply,"Al Warqaa 4, Al Warqaa, Dubai, UAE",UAE,Dubai,Al Warqaa,Al Warqaa 4,Owner,,
Ford,Edge,Ford Edge,Compact_Midsize_SUV,"16,000",SE,"260,000",2013,11,Canadian Specs,4,SUV,Petrol,5,Automatic Transmission,Unknown,Unknown,4,Black,Black,Yes,"Dubai, UAE",UAE,Dubai,,,Owner,25.1524105,55.2340999
Porsche,Cayenne,Porsche Cayenne,Premium_fullsize_SUV,"169,000",S,"113,000",2018,6,GCC Specs,5,SUV,Petrol,5,Automatic Transmission,3500 - 3999,300 - 399,6,Brown,Beige,Yes,"Ras Al Khor Industrial 3, Ras Al Khor Industrial, Ras Al Khor, Dubai, UAE",UAE,Dubai,Ras Al Khor,Ras Al Khor Industrial,Dealer,25.2692794,55.3870978
